case_number,date,year,month,day_of_week,hour,community_area_name,victimization_primary,incident_primary,gunshot_injury_i,age,sex,race,is_homicide_victim,is_nonfatal_shooting_victim,is_gun_violence_victim
HL387106,2005-05-29 23:48:00,2005,5,1,23,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL428024,2005-06-18 03:00:00,2005,6,7,3,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL472513,2005-07-08 21:30:00,2005,7,6,21,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HL482329,2005-07-13 23:36:00,2005,7,4,23,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL505197,2005-07-24 17:33:00,2005,7,1,17,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HL520474,2005-08-01 01:20:00,2005,8,2,1,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL553703,2005-08-01 20:00:00,2005,8,2,20,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HL545513,2005-08-13 05:56:00,2005,8,7,5,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL663792,2005-10-10 00:25:00,2005,10,2,0,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HL673533,2005-10-14 20:45:00,2005,10,6,20,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,60-69,M,BLK,1,0,1
HL739814,2005-11-16 23:42:00,2005,11,4,23,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL219488,2005-03-06 22:05:00,2005,3,1,22,HYDE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL361793,2005-05-17 14:55:00,2005,5,3,14,HYDE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL438340,2005-06-23 02:55:00,2005,6,5,2,HYDE PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL373670,2005-05-23 11:40:00,2005,5,2,11,KENWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL161178,2005-02-04 00:23:00,2005,2,6,0,LAKE VIEW,HOMICIDE,HOMICIDE,NO,60-69,M,I,1,0,1
HL437674,2005-06-22 19:00:00,2005,6,4,19,LAKE VIEW,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL556087,2005-08-18 07:56:00,2005,8,5,7,LINCOLN PARK,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HL136954,2005-01-21 15:30:00,2005,1,6,15,LINCOLN SQUARE,HOMICIDE,HOMICIDE,NO,0-19,M,WWH,1,0,1
HL204876,2005-02-27 11:00:00,2005,2,1,11,LINCOLN SQUARE,HOMICIDE,HOMICIDE,NO,40-49,M,WHI,1,0,1
HL553242,2005-08-16 18:45:00,2005,8,3,18,LINCOLN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,F,WHI,1,0,1
HL137637,2005-01-21 23:02:00,2005,1,6,23,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL155611,2005-02-01 06:10:00,2005,2,3,6,LOGAN SQUARE,HOMICIDE,HOMICIDE,NO,30-39,F,WWH,1,0,1
HL193120,2005-02-21 02:10:00,2005,2,2,2,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL357922,2005-05-15 15:25:00,2005,5,1,15,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HL371794,2005-05-22 12:45:00,2005,5,1,12,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL374197,2005-05-23 15:45:00,2005,5,2,15,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL474009,2005-07-10 05:05:00,2005,7,1,5,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,40-49,M,WHI,1,0,1
HL531364,2005-08-06 03:30:00,2005,8,7,3,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,0-19,F,WWH,1,0,1
HL690996,2005-10-23 15:37:00,2005,10,1,15,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HL444126,2005-06-25 21:40:00,2005,6,7,21,LOOP,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL216294,2005-03-05 04:07:00,2005,3,7,4,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL272007,2005-04-03 14:50:00,2005,4,1,14,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,WHI,1,0,1
HL343872,2005-05-08 22:21:00,2005,5,1,22,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,WHI,1,0,1
HL518742,2005-07-31 04:09:00,2005,7,1,4,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL374524,2005-05-23 18:00:00,2005,5,2,18,MORGAN PARK,HOMICIDE,HOMICIDE,NO,40-49,F,WHI,1,0,1
HL290743,2005-04-12 15:41:00,2005,4,3,15,MOUNT GREENWOOD,HOMICIDE,HOMICIDE,YES,70-79,F,WHI,1,0,1
HL112637,2005-01-08 03:01:00,2005,1,7,3,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL112637,2005-01-08 03:01:00,2005,1,7,3,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL112637,2005-01-08 03:01:00,2005,1,7,3,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL112811,2005-01-08 08:05:00,2005,1,7,8,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL115841,2005-01-10 04:30:00,2005,1,2,4,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL174691,2005-02-11 20:05:00,2005,2,6,20,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL251078,2005-03-23 15:15:00,2005,3,4,15,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL347470,2005-05-10 14:44:00,2005,5,3,14,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HL402293,2005-06-06 10:00:00,2005,6,2,10,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,NO,60-69,F,BLK,1,0,1
HL462804,2005-07-04 23:07:00,2005,7,2,23,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL471299,2005-07-08 20:25:00,2005,7,6,20,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL547905,2005-08-14 01:29:00,2005,8,1,1,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL583649,2005-08-31 17:50:00,2005,8,4,17,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HL285922,2005-04-10 05:55:00,2005,4,1,5,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL304171,2005-04-19 03:17:00,2005,4,3,3,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL342143,2005-05-07 23:16:00,2005,5,7,23,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL471965,2005-07-09 03:40:00,2005,7,7,3,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,20-29,M,WHI,1,0,1
HL473988,2005-07-10 03:41:00,2005,7,1,3,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HL502925,2005-07-23 13:09:00,2005,7,7,13,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,30-39,F,BLK,1,0,1
HL547913,2005-08-14 01:50:00,2005,8,1,1,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL697403,2005-10-26 18:15:00,2005,10,4,18,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL164061,2005-02-05 13:10:00,2005,2,7,13,NEW CITY,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HL202732,2005-02-26 02:26:00,2005,2,7,2,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL344013,2005-05-08 23:39:00,2005,5,1,23,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HL371164,2005-05-22 02:11:00,2005,5,1,2,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL399677,2005-06-05 01:13:00,2005,6,1,1,NEW CITY,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HL431811,2005-06-20 03:39:00,2005,6,2,3,NEW CITY,HOMICIDE,HOMICIDE,NO,50-59,M,BLK,1,0,1
HL449482,2005-06-28 12:40:00,2005,6,3,12,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL457433,2005-07-02 02:00:00,2005,7,7,2,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL490868,2005-07-17 22:51:00,2005,7,1,22,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL504078,2005-07-24 01:52:00,2005,7,1,1,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL548015,2005-08-14 02:50:00,2005,8,1,2,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL604727,2005-09-11 05:34:00,2005,9,1,5,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL643393,2005-09-29 18:30:00,2005,9,5,18,NEW CITY,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL649255,2005-10-02 19:51:00,2005,10,1,19,NEW CITY,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL764908,2005-12-01 05:15:00,2005,12,5,5,NEW CITY,HOMICIDE,HOMICIDE,NO,20-29,M,WWH,1,0,1
HL620067,2005-09-18 14:34:00,2005,9,1,14,NORTH CENTER,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL217966,2005-03-06 01:15:00,2005,3,1,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL229138,2005-03-11 19:30:00,2005,3,6,19,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,80+,M,BLK,1,0,1
HL233101,2005-03-14 07:30:00,2005,3,2,7,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HL309280,2005-04-21 15:09:00,2005,4,5,15,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL366246,2005-05-19 17:43:00,2005,5,5,17,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL381649,2005-05-27 04:25:00,2005,5,6,4,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,30-39,M,BLK,1,0,1
HL401744,2005-06-06 01:45:00,2005,6,2,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL417280,2005-06-13 02:00:00,2005,6,2,2,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HL423605,2005-06-15 23:50:00,2005,6,4,23,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL455331,2005-07-01 01:29:00,2005,7,6,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL467443,2005-07-07 00:01:00,2005,7,5,0,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL507106,2005-07-25 15:54:00,2005,7,2,15,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL523463,2005-08-02 12:46:00,2005,8,3,12,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL543326,2005-08-11 19:34:00,2005,8,5,19,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,50-59,F,BLK,1,0,1
HL570015,2005-08-25 01:25:00,2005,8,5,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL603657,2005-09-10 16:00:00,2005,9,7,16,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL675535,2005-10-15 21:08:00,2005,10,7,21,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL705809,2005-10-31 03:40:00,2005,10,2,3,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,70-79,M,BLK,1,0,1
HL713868,2005-11-03 20:15:00,2005,11,5,20,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL755239,2005-11-25 17:58:00,2005,11,6,17,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL758463,2005-11-27 16:30:00,2005,11,1,16,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL789094,2005-12-14 15:10:00,2005,12,4,15,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,40-49,F,BLK,1,0,1
HL790041,2005-12-15 02:41:00,2005,12,5,2,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL818377,2005-12-31 01:09:00,2005,12,7,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL632941,2005-09-23 22:00:00,2005,9,6,22,OAKLAND,HOMICIDE,HOMICIDE,NO,70-79,F,BLK,1,0,1
HL739570,2005-11-16 20:25:00,2005,11,4,20,OAKLAND,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HL146245,2005-01-26 20:06:00,2005,1,4,20,PULLMAN,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HL177967,2005-02-12 19:45:00,2005,2,7,19,PULLMAN,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL555724,2005-08-17 23:09:00,2005,8,4,23,PULLMAN,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL732183,2005-11-13 00:15:00,2005,11,1,0,PULLMAN,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL552519,2005-08-16 11:00:00,2005,8,3,11,RIVERDALE,HOMICIDE,HOMICIDE,NO,0-19,F,WWH,1,0,1
HL814909,2005-12-29 08:09:00,2005,12,5,8,RIVERDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL506662,2005-07-21 10:00:00,2005,7,5,10,ROGERS PARK,HOMICIDE,HOMICIDE,NO,70-79,M,WHI,1,0,1
HL531230,2005-08-06 01:30:00,2005,8,7,1,ROGERS PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL617532,2005-09-17 00:00:00,2005,9,7,0,ROGERS PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL669920,2005-10-13 03:24:00,2005,10,5,3,ROGERS PARK,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HL676625,2005-10-16 13:35:00,2005,10,1,13,ROGERS PARK,HOMICIDE,HOMICIDE,NO,60-69,F,WHI,1,0,1
HL719791,2005-11-06 19:02:00,2005,11,1,19,ROGERS PARK,HOMICIDE,HOMICIDE,NO,50-59,F,BLK,1,0,1
HL214391,2005-03-04 09:15:00,2005,3,6,9,ROSELAND,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL240489,2005-03-17 19:25:00,2005,3,5,19,ROSELAND,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL276984,2005-04-05 23:20:00,2005,4,3,23,ROSELAND,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL411810,2005-06-10 16:51:00,2005,6,6,16,ROSELAND,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL435664,2005-06-21 20:44:00,2005,6,3,20,ROSELAND,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HL480216,2005-07-13 00:35:00,2005,7,4,0,ROSELAND,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL558049,2005-08-19 04:48:00,2005,8,6,4,ROSELAND,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL619154,2005-09-18 01:13:00,2005,9,1,1,ROSELAND,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL662516,2005-10-09 08:15:00,2005,10,1,8,ROSELAND,HOMICIDE,HOMICIDE,NO,30-39,M,BLK,1,0,1
HL733213,2005-11-13 15:45:00,2005,11,1,15,ROSELAND,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL772875,2005-12-05 11:50:00,2005,12,2,11,ROSELAND,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL255611,2005-03-26 00:10:00,2005,3,7,0,SOUTH CHICAGO,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL264420,2005-03-30 16:48:00,2005,3,4,16,SOUTH CHICAGO,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL370796,2005-05-21 21:46:00,2005,5,7,21,SOUTH CHICAGO,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL429996,2005-06-19 02:55:00,2005,6,1,2,SOUTH CHICAGO,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL435842,2005-06-21 22:32:00,2005,6,3,22,SOUTH CHICAGO,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL795729,2005-12-18 00:30:00,2005,12,1,0,SOUTH CHICAGO,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL107444,2005-01-05 04:07:00,2005,1,4,4,SOUTH DEERING,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL157429,2005-02-02 03:17:00,2005,2,4,3,SOUTH DEERING,HOMICIDE,HOMICIDE,NO,50-59,F,WHI,1,0,1
HL159356,2005-02-03 01:32:00,2005,2,5,1,SOUTH DEERING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL352987,2005-05-12 23:44:00,2005,5,5,23,SOUTH DEERING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL446232,2005-06-27 00:02:00,2005,6,2,0,SOUTH DEERING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL669416,2005-10-12 20:15:00,2005,10,4,20,SOUTH DEERING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL170487,2005-02-08 22:36:00,2005,2,3,22,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL224566,2005-03-09 15:07:00,2005,3,4,15,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,NO,0-19,M,WWH,1,0,1
HL270937,2005-04-02 21:50:00,2005,4,7,21,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL316923,2005-04-25 13:40:00,2005,4,2,13,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL334016,2005-05-04 01:41:00,2005,5,4,1,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL414688,2005-06-11 22:44:00,2005,6,7,22,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL453178,2005-06-30 02:00:00,2005,6,5,2,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HL459194,2005-07-02 23:28:00,2005,7,7,23,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HL508235,2005-07-26 01:40:00,2005,7,3,1,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,NO,50-59,M,WWH,1,0,1
HL543835,2005-08-12 02:06:00,2005,8,6,2,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL617116,2005-09-16 23:15:00,2005,9,6,23,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,WHI,1,0,1
HL619201,2005-09-18 01:58:00,2005,9,1,1,SOUTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HL106602,2005-01-04 16:39:00,2005,1,3,16,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL230043,2005-03-12 11:00:00,2005,3,7,11,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,50-59,F,BLK,1,0,1
HL230043,2005-03-12 11:00:00,2005,3,7,11,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL240399,2005-03-17 18:25:00,2005,3,5,18,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL287141,2005-04-10 21:02:00,2005,4,1,21,SOUTH SHORE,HOMICIDE,HOMICIDE,NO,30-39,F,BLK,1,0,1
HL302007,2005-04-18 04:15:00,2005,4,2,4,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HL314002,2005-04-23 20:30:00,2005,4,7,20,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL315309,2005-04-24 16:37:00,2005,4,1,16,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL403540,2005-06-06 20:35:00,2005,6,2,20,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL451810,2005-06-16 04:58:00,2005,6,5,4,SOUTH SHORE,HOMICIDE,HOMICIDE,NO,50-59,F,BLK,1,0,1
HL442879,2005-06-25 09:46:00,2005,6,7,9,SOUTH SHORE,HOMICIDE,HOMICIDE,NO,20-29,F,BLK,1,0,1
HL520836,2005-08-01 09:05:00,2005,8,2,9,SOUTH SHORE,HOMICIDE,HOMICIDE,NO,50-59,M,BLK,1,0,1
HL551315,2005-08-15 19:56:00,2005,8,2,19,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL566208,2005-08-23 10:36:00,2005,8,3,10,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,40-49,F,BLK,1,0,1
HL577950,2005-08-28 23:38:00,2005,8,1,23,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HL584904,2005-09-01 11:00:00,2005,9,5,11,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,30-39,F,BLK,1,0,1
HL604516,2005-09-11 01:10:00,2005,9,1,1,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL648096,2005-10-02 03:35:00,2005,10,1,3,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL661892,2005-10-08 21:45:00,2005,10,7,21,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL743216,2005-11-18 18:30:00,2005,11,6,18,SOUTH SHORE,HOMICIDE,HOMICIDE,NO,60-69,M,BLK,1,0,1
HL744277,2005-11-19 11:45:00,2005,11,7,11,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,60-69,M,BLK,1,0,1
HL793677,2005-12-16 21:04:00,2005,12,6,21,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL795690,2005-12-18 00:06:00,2005,12,1,0,SOUTH SHORE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL177834,2005-02-12 17:58:00,2005,2,7,17,WASHINGTON HEIGHTS,HOMICIDE,HOMICIDE,NO,60-69,F,BLK,1,0,1
HL480379,2005-07-12 19:39:00,2005,7,3,19,WASHINGTON HEIGHTS,HOMICIDE,HOMICIDE,NO,60-69,M,BLK,1,0,1
HL655926,2005-10-05 18:20:00,2005,10,4,18,WASHINGTON HEIGHTS,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HL655808,2005-10-05 19:40:00,2005,10,4,19,WASHINGTON HEIGHTS,HOMICIDE,HOMICIDE,NO,30-39,M,BLK,1,0,1
HL803324,2005-12-22 09:52:00,2005,12,5,9,WASHINGTON HEIGHTS,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HL163871,2005-02-05 10:50:00,2005,2,7,10,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL223577,2005-03-09 00:10:00,2005,3,4,0,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL327978,2005-04-30 20:45:00,2005,4,7,20,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL502189,2005-07-23 02:50:00,2005,7,7,2,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,30-39,F,BLK,1,0,1
HL513573,2005-07-27 17:12:00,2005,7,4,17,WASHINGTON PARK,HOMICIDE,HOMICIDE,NO,50-59,F,BLK,1,0,1
HL569928,2005-08-24 23:35:00,2005,8,4,23,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HL573472,2005-08-26 18:26:00,2005,8,6,18,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL583419,2005-08-31 16:35:00,2005,8,4,16,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL722490,2005-11-08 01:58:00,2005,11,3,1,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL729724,2005-11-11 18:30:00,2005,11,6,18,WASHINGTON PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL232905,2005-03-13 23:50:00,2005,3,1,23,WEST ELSDON,HOMICIDE,HOMICIDE,NO,50-59,M,WWH,1,0,1
HL157408,2005-02-02 02:34:00,2005,2,4,2,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HL005121,2005-03-22 04:05:00,2005,3,3,4,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HT377221,2005-04-12 14:50:00,2005,4,3,14,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,NO,50-59,M,BLK,1,0,1
HL307618,2005-04-20 17:36:00,2005,4,4,17,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HL387017,2005-05-29 22:35:00,2005,5,1,22,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
